state_abbr,state,county,fips,population,obesity,diabetes,inactivity
TX,Texas,Bexar,48029,"2,087,679",34.1,13.9,30.6
IA,Iowa,Lyon,19119,"12,324",42.2,11.8,27.5
NE,Nebraska,Loup,31115,592,36.4,13.5,27.2
AK,Alaska,Aleutians West,02016,"5,160",31.9,10.8,25.2
MO,Missouri,Worth,29227,"1,907",40.2,15.5,35.1
TX,Texas,Menard,48327,"1,958",36.5,17.6,33.3
VA,Virginia,Henry,51089,"49,702",41.9,18.0,33.1
KS,Kansas,Stafford,20185,"3,909",41.0,13.1,29.4
AL,Alabama,Tuscaloosa,01125,"237,373",41.0,12.0,25.9
NY,New York,Steuben,36101,"92,162",34.8,11.5,26.2
MS,Mississippi,Itawamba,28057,"24,093",36.2,12.2,31.8
AR,Arkansas,Sevier,05133,"15,632",41.4,15.2,40.6
MI,Michigan,Osceola,26133,"23,330",39.6,13.7,29.0
WI,Wisconsin,Juneau,55057,"26,594",42.1,14.2,32.2
WI,Wisconsin,Washburn,55129,"16,930",35.6,14.4,30.9
CO,Colorado,Kit Carson,08063,"6,994",29.4,11.4,22.9
NC,North Carolina,Buncombe,37021,"275,901",31.3,10.9,20.3
IL,Illinois,Washington,17189,"13,536",36.8,11.7,22.4
TN,Tennessee,McNairy,47109,"26,163",39.4,16.2,31.3
NY,New York,Ulster,36111,"182,333",30.5,10.9,24.1
TX,Texas,Newton,48351,"12,039",42.8,18.6,37.1
GA,Georgia,Evans,13109,"10,754",42.4,16.8,35.2
IA,Iowa,Sac,19161,"9,686",41.3,12.5,26.3
MO,Missouri,Chariton,29041,"7,399",38.3,14.0,32.1
MN,Minnesota,Wilkin,27167,"6,306",38.6,12.3,26.4
MT,Montana,Jefferson,30043,"13,048",32.8,10.3,21.3
LA,Louisiana,Beauregard,22011,"36,827",40.7,13.4,29.7
GA,Georgia,Pierce,13229,"20,425",36.4,14.3,30.6
SD,South Dakota,Butte,46019,"10,863",35.7,12.5,27.7
FL,Florida,Orange,12095,"1,471,416",33.5,11.7,24.5
IL,Illinois,Christian,17021,"33,228",38.1,12.3,25.5
OK,Oklahoma,Blaine,40011,"8,539",38.3,14.3,33.2
CO,Colorado,Cheyenne,08017,"1,727",28.8,11.3,21.2
AK,Alaska,Prince of Wales-Hyder,02198,"5,696",38.4,14.0,26.5
AZ,Arizona,Yuma,04027,"213,221",37.4,14.5,28.5
WV,West Virginia,Lewis,54041,"16,500",40.3,16.9,34.7
MN,Minnesota,Cook,27031,"5,639",35.3,12.9,24.0
CA,California,San Mateo,06081,"726,353",22.3,10.6,20.2
MT,Montana,Cascade,30013,"84,900",35.3,10.4,23.5
TX,Texas,Upton,48461,"3,109",40.9,16.6,37.1
FL,Florida,Alachua,12001,"285,994",30.9,10.5,21.0
OR,Oregon,Tillamook,41057,"27,417",32.1,13.5,22.1
GA,Georgia,Marion,13197,"7,440",38.6,18.7,34.5
TX,Texas,Lipscomb,48295,"2,906",36.7,14.8,30.6
VA,Virginia,Middlesex,51119,"10,924",37.8,16.5,27.2
TX,Texas,Hunt,48231,"113,347",36.7,12.3,28.0
IA,Iowa,Calhoun,19025,"9,763",39.8,12.3,26.5
MN,Minnesota,Benton,27009,"41,600",41.5,10.2,23.8
FL,Florida,Escambia,12033,"326,928",35.8,12.8,26.1
AR,Arkansas,Clay,05021,"14,201",40.2,14.1,35.8
SC,South Carolina,Anderson,45007,"213,076",36.3,13.3,26.4
MT,Montana,Wheatland,30107,"2,057",32.0,13.0,26.8
GA,Georgia,Jefferson,13163,"15,183",41.3,18.5,36.7
NC,North Carolina,Lee,37105,"67,059",37.8,13.5,27.4
MN,Minnesota,Nicollet,27103,"34,242",33.2,9.8,23.2
KS,Kansas,Lane,20101,"1,529",36.6,13.1,28.4
NC,North Carolina,Pender,37141,"68,521",36.3,11.8,22.1
TX,Texas,Clay,48077,"10,738",34.9,13.2,26.4
VA,Virginia,Nelson,51125,"14,705",35.2,15.6,27.3
FL,Florida,Lafayette,12067,"8,078",34.7,14.6,31.6
AK,Alaska,Kusilvak,02158,"8,001",46.5,16.5,37.0
KS,Kansas,Johnson,20091,"622,237",31.2,9.4,19.3
NC,North Carolina,Lenoir,37107,"54,895",42.4,17.8,34.2
KS,Kansas,Grant,20067,"7,147",35.4,11.8,29.3
WI,Wisconsin,Polk,55095,"45,762",35.6,12.4,27.0
OK,Oklahoma,Washington,40147,"53,706",42.4,13.2,30.9
NE,Nebraska,Sherman,31163,"2,983",41.4,13.7,29.8
NE,Nebraska,Dixon,31051,"5,491",43.3,13.2,31.3
VA,Virginia,Page,51139,"23,741",34.6,14.1,29.1
ME,Maine,Kennebec,23011,"127,259",32.5,11.8,24.7
OH,Ohio,Guernsey,39059,"38,089",38.3,14.8,32.5
CT,Connecticut,Capitol,09110,"975,328",31.9,11.0,25.1
TX,Texas,Mills,48333,"4,548",33.0,14.1,26.9
MS,Mississippi,Rankin,28121,"160,417",36.6,12.1,27.2
IL,Illinois,Mason,17125,"12,523",37.3,13.3,25.7
WV,West Virginia,Cabell,54011,"92,082",44.1,14.9,31.1
MO,Missouri,Phelps,29161,"45,284",34.6,11.7,29.1
GA,Georgia,Whitfield,13313,"103,687",37.9,14.1,31.9
ND,North Dakota,McKenzie,38053,"14,252",41.1,9.6,23.9
VA,Virginia,Isle of Wight,51093,"40,711",36.6,13.8,24.0
VA,Virginia,Botetourt,51023,"34,125",35.1,13.0,24.0
TN,Tennessee,Campbell,47013,"40,223",42.6,15.7,32.3
NY,New York,Genesee,36037,"57,529",30.2,10.7,24.8
OH,Ohio,Columbiana,39029,"100,182",41.1,15.2,32.0
CA,California,Nevada,06057,"102,037",27.5,11.5,20.4
TN,Tennessee,Carroll,47017,"28,860",42.8,15.2,30.3
MO,Missouri,Barton,29011,"11,731",40.7,15.2,35.8
IN,Indiana,Sullivan,18153,"20,757",43.6,14.1,28.4
ID,Idaho,Boise,16015,"8,517",31.9,12.1,22.6
MS,Mississippi,Coahoma,28027,"20,077",46.4,21.8,42.8
IL,Illinois,Jo Daviess,17085,"21,756",36.1,13.2,23.8
TX,Texas,Grayson,48181,"146,907",33.9,12.5,27.4
NH,New Hampshire,Coos,33007,"31,372",36.4,13.0,28.1
NC,North Carolina,Cumberland,37051,"337,890",40.1,12.2,25.3
IN,Indiana,Noble,18113,"47,430",39.6,13.2,26.9
IL,Illinois,Richland,17159,"15,488",39.4,12.5,24.9
TN,Tennessee,Fayette,47047,"44,175",39.0,15.9,26.8
WI,Wisconsin,Brown,55009,"271,417",41.1,10.5,27.1
OK,Oklahoma,Kiowa,40075,"8,398",42.7,16.6,36.4
VA,Virginia,Buchanan,51027,"19,087",38.9,17.4,34.4
SC,South Carolina,Marion,45067,"28,508",45.3,22.0,36.8
GA,Georgia,Montgomery,13209,"8,761",39.4,15.4,31.5
WV,West Virginia,Barbour,54001,"15,378",43.3,16.9,36.2
OK,Oklahoma,Pawnee,40117,"15,864",39.7,14.3,33.3
MD,Maryland,Frederick,24021,"293,391",34.7,10.6,20.1
MS,Mississippi,Marshall,28093,"34,123",41.9,18.5,38.2
NM,New Mexico,Los Alamos,35028,"19,444",25.4,8.0,13.5
OH,Ohio,Ottawa,39123,"39,803",38.0,13.8,28.4
CA,California,San Bernardino,06071,"2,195,611",33.3,12.1,26.3
OH,Ohio,Lake,39085,"231,640",36.9,12.9,25.4
ID,Idaho,Shoshone,16079,"14,026",36.1,13.5,28.1
MS,Mississippi,Stone,28131,"18,756",41.0,14.0,33.2
WV,West Virginia,Wyoming,54109,"20,277",44.6,18.7,39.9
TN,Tennessee,Hickman,47081,"25,826",38.4,14.1,29.7
GA,Georgia,Oconee,13219,"44,182",28.8,10.1,18.3
GA,Georgia,Greene,13133,"20,722",33.7,15.6,26.8
FL,Florida,Miami-Dade,12086,"2,686,867",29.5,15.4,32.5
IN,Indiana,Clark,18019,"125,467",43.9,12.5,24.8
CA,California,Sierra,06091,"3,200",32.5,15.3,27.3
NC,North Carolina,Chowan,37041,"13,891",40.4,17.0,30.2
WA,Washington,Pierce,53053,"928,696",36.9,10.6,19.0
WV,West Virginia,Ritchie,54085,"8,167",42.9,17.9,38.3
IA,Iowa,Washington,19183,"22,560",38.6,12.0,26.2
OK,Oklahoma,McCurtain,40089,"30,660",42.6,15.5,36.5
AZ,Arizona,Gila,04007,"54,003",31.4,15.0,27.4
TX,Texas,Kenedy,48261,343,37.9,18.5,40.2
MS,Mississippi,Copiah,28029,"27,664",41.8,18.2,37.3
NY,New York,Queens,36081,"2,252,196",24.0,14.3,31.0
KS,Kansas,Rush,20165,"2,830",38.7,13.9,30.7
TX,Texas,Winkler,48495,"7,414",37.6,14.1,33.2
